station_number,final_name,area,pointbuffer,nodata,snap_dist,DEM,cell_acc,method
11AE014,C:/Users/PellerinJe/BasinWorking/basin_DEM/11AE014_upslope.shp,146.55452886853,30,NA,71.1421186911946,CDEM,8000,D8
