station_number,final_name,area,pointbuffer,nodata,snap_dist,DEM,cell_acc,method
11AA032,C:/Users/PellerinJe/BasinWorking/basin_DEM/11AA032_upslope.shp,156.006559926514,30,NA,1.91067835864557,NED,8000,D8
