station_number,final_name,area,pointbuffer,nodata,snap_dist,DEM,cell_acc,method
11AE008,C:/Users/PellerinJe/BasinWorking/basin_DEM/11AE008_upslope.shp,925.489737038452,30,NA,79.1158216818003,NED,35000,D8
