"continuous","continuous_threshold","flow_stations","stations_w_np","norm_enough","normal_end","normal_start","normal_threshold","qc_flow_stations","qc_stations_w_np","qc_enough","qc_nrm_end","qc_nrm_start","seasonal","seasonal_threshold","final_stations","version","year_id"
"957","292","1817","1457","84.82","14974","4018","25","1840","1825","55","14974","4018","397","174","1354","2021-07","2000"
