"continuous","continuous_threshold","flow_stations","stations_w_np","norm_enough","normal_end","normal_start","normal_threshold","qc_flow_stations","qc_stations_w_np","qc_enough","qc_nrm_end","qc_nrm_start","seasonal","seasonal_threshold","final_stations","version","year_id"
"965","292","1874","1478","84.49","14974","4018","25","1206","1825","55","14974","4018","395","174","1360","2021-07","2005"
