Station,OriginalDrainageArea,HasShapefile,BorderStation,GoesOutsidePDA,FinalArea,Comments
01AD002,14700,Yes,Yes,,4229.55,
01AD003,1350,Yes,Yes,,1023.92,
01AE001,2260,Yes,Yes,,0,Completely in Maine
01AF002,21900,Yes,Yes,,10863.37,
01AF007,339,Yes,,,339,
01AF009,182,Yes,,,182,
01AG003,6060,Yes,Yes,,36.67,
01AH002,2230,Yes,,,2230,
01AJ003,1210,Yes,Yes,,106.35,
01AJ004,484,Yes,Yes,,50.82,
01AJ010,350,Yes,,,350,
01AK001,234,Yes,,,234,
01AK006,5.7,Yes,,,5.7,
01AK007,240,Yes,,,240,
01AL002,1450,Yes,,,1450,
01AL004,3.89,Yes,,,3.89,
01AM001,557,Yes,,,557,
01AN002,1050,Yes,,,1050,
01AP002,668,Yes,,,668,
01AP004,1100,Yes,,,1100,
01AP006,293,Yes,,,293,
01AQ001,239,Yes,,,239,
01AQ002,1420,Yes,,,1420,
01AR004,1080,Yes,Yes,,766.34,
01AR005,3550,Yes,Yes,,1151.77,
01AR006,115,Yes,,,115,
01AR011,357,Yes,Yes,,135.42,
01BC001,3160,Yes,,,3160,
01BE001,2270,Yes,,,2270,
01BJ003,510,Yes,,,510,
01BJ007,7740,Yes,,,7740,
01BJ010,217,Yes,,,217,
01BJ012,43.2,Yes,,,43.2,
01BL002,173,Yes,,,173,
01BL003,383,Yes,,,383,
01BO001,5050,Yes,,,5050,
01BP001,1340,Yes,,,1340,
01BP002,28.7,Yes,,,28.7,
01BQ001,948,Yes,,,948,
01BS001,166,Yes,,,166,
01BU002,391,Yes,,,391,
01BU009,6.2,Yes,,,6.2,
01BV004,40.4,Yes,,,40.4,
01BV006,130,Yes,,,130,
01CA003,46.8,Yes,,,46.8,
01CB002,114,Yes,,,114,
01CB004,45.4,Yes,,,45.4,
01CC002,37.5,Yes,,,37.5,
01CC005,70.1,Yes,,,70.1,
01CC010,16.8,Yes,,,16.8,
01CD005,14.8,Yes,,,14.8,
01DC005,546,Yes,,,546,
01DC007,1020,Yes,,,1020,
01DD002,90.8,Yes,,,90.8,
01DD005,15.7,Yes,,,15.7,
01DG003,96.9,Yes,,,96.9,
01DJ005,89,Yes,,,89,
01DL001,63.2,Yes,,,63.2,
01DP004,92.2,Yes,,,92.2,
01DR001,177,Yes,,,177,
01EA003,1070,Yes,,,1070,
01EC001,495,Yes,,,495,
01ED005,723,Yes,,,723,
01ED007,295,Yes,,,295,
01ED013,268,Yes,,,268,
01EE005,17.7,Yes,,,17.7,
01EF001,1250,Yes,,,1250,
01EJ001,146,Yes,,,146,
01EJ004,13.1,Yes,,,13.1,
01EO001,1350,Yes,,,1350,
01FA001,193,Yes,,,193,
01FB001,368,Yes,,,368,
01FB003,357,Yes,,,357,
01FC002,190,Yes,,,190,
01FF001,123,Yes,,,123,
01FG001,14,Yes,,,14,
01FJ002,17.2,Yes,,,17.2,
02AB006,6466.65,Yes,,,6466.65,
02AB008,187,Yes,,,187,
02AB014,104.7,Yes,,,104.7,
02AB017,225.81,Yes,,,225.81,
02AB019,45.63,Yes,,,45.63,
02AB020,83.11,Yes,,,83.11,
02AB021,406.84,Yes,,,406.84,
02AB022,42.57,Yes,,,42.57,
02AB023,180.88,Yes,,,180.88,
02AB024,54.2,Yes,,,54.2,
02AB025,7738.55,Yes,,,7738.55,
02AC001,726.39,Yes,,,726.39,
02AC002,2980,Yes,,,2980,
02AD010,651.91,Yes,,,651.91,
02AD012,24718,Yes,,,24718,
02AE001,607.98,Yes,,,607.98,
02BA003,1324.17,Yes,,,1324.17,
02BA005,20.9,Yes,,,20.9,
02BA006,1187,Yes,,,1187,
02BB003,4221.73,Yes,,,4221.73,
02BB004,210.02,Yes,,,210.02,
02BC004,4156.28,Yes,,,4156.28,
02BC006,407.37,Yes,,,407.37,
02BD002,5311.43,Yes,,,5311.43,
02BD006,31.41,Yes,,,31.41,
02BD007,1954.09,Yes,,,1954.09,
02BF001,1227.64,Yes,,,1227.64,
02BF002,1138.67,Yes,,,1138.67,
02BF004,50.98,Yes,,,50.98,
02BF005,10.36,Yes,,,10.36,
02BF006,8.03,Yes,,,8.03,
02BF007,5.05,Yes,,,5.05,
02BF008,4.08,Yes,,,4.08,
02BF009,2.04,Yes,,,2.04,
02BF012,1.15,Yes,,,1.15,
02BF013,0.07,Yes,,,0.07,
02CA002,108.49,Yes,,,108.49,
02CB003,1451.66,Yes,,,1451.66,
02CC005,1971.45,Yes,,,1971.45,
02CC010,1205.15,Yes,,,1205.15,
02CD001,1354.24,Yes,,,1354.24,
02CD006,157.08,Yes,,,157.08,
02CE002,1338.6,Yes,,,1338.6,
02CF005,87.04,Yes,,,87.04,
02CF007,277.46,Yes,,,277.46,
02CF008,179,Yes,,,179,
02CF010,1647.69,Yes,,,1647.69,
02CF011,680.43,Yes,,,680.43,
02CF012,198.8,Yes,,,198.8,
02CG003,17.9,Yes,,,17.9,
02DB005,3154.02,Yes,,,3154.02,
02DC004,3006.4,Yes,,,3006.4,
02DC012,1200,Yes,,,1200,
02DC013,163.66,Yes,,,163.66,
02DD012,741,Yes,,,741,
02DD013,68.59,Yes,,,68.59,
02DD014,35.64,Yes,,,35.64,
02DD015,103.78,Yes,,,103.78,
02DD024,301,Yes,,,301,
02DD026,199,Yes,,,199,
02EA005,328.84,Yes,,,328.84,
02EA010,155.06,Yes,,,155.06,
02EA011,2839.38,Yes,,,2839.38,
02EA018,402.51,Yes,,,402.51,
02EA021,70.39,Yes,,,70.39,
02EB004,1410.11,Yes,,,1410.11,
02EB008,1403.43,Yes,,,1403.43,
02EB011,4789.76,Yes,,,4789.76,
02EB012,30.28,Yes,,,30.28,
02EB013,610.17,Yes,,,610.17,
02EB014,604.9,Yes,,,604.9,
02EC002,1510.27,Yes,,,1510.27,
02EC008,271.78,Yes,,,271.78,
02EC009,176.03,Yes,,,176.03,
02EC010,51.3,Yes,,,51.3,
02EC011,291.27,Yes,,,291.27,
02EC018,347.05,Yes,,,347.05,
02EC019,353.8,Yes,,,353.8,
02EC021,40.63,Yes,,,40.63,
02ED003,1230.58,Yes,,,1230.58,
02ED007,168.46,Yes,,,168.46,
02ED013,121.49,Yes,,,121.49,
02ED014,189.99,Yes,,,189.99,
02ED015,244.14,Yes,,,244.14,
02ED017,65.2,Yes,,,65.2,
02ED024,243.61,Yes,,,243.61,
02ED026,175.68,Yes,,,175.68,
02ED027,2686.37,Yes,,,2686.37,
02ED029,479.46,Yes,,,479.46,
02ED030,10.51,Yes,,,10.51,
02ED031,68.24,Yes,,,68.24,
02ED032,231.21,Yes,,,231.21,
02ED100,86,Yes,,,86,
02ED101,327.6,Yes,,,327.6,
02ED102,216.43,Yes,,,216.43,
02FA001,913.45,Yes,,,913.45,
02FA002,50.5,Yes,,,50.5,
02FA004,312.03,Yes,,,312.03,
02FB007,182.97,Yes,,,182.97,
02FB009,587.07,Yes,,,587.07,
02FB010,298.02,Yes,,,298.02,
02FB012,105.23,Yes,,,105.23,
02FB013,278.62,Yes,,,278.62,
02FB014,56.19,Yes,,,56.19,
02FC001,3953.52,Yes,,,3953.52,
02FC002,2136.36,Yes,,,2136.36,
02FC011,156.44,Yes,,,156.44,
02FC015,669.92,Yes,,,669.92,
02FC017,50.73,Yes,,,50.73,
02FC020,124.57,Yes,,,124.57,
02FC021,99.87,Yes,,,99.87,
02FD001,155.8,Yes,,,155.8,
02FD002,54.9,Yes,,,54.9,
02FD003,99.98,Yes,,,99.98,
02FE002,1644.42,Yes,,,1644.42,
02FE003,73.39,Yes,,,73.39,
02FE005,527.45,Yes,,,527.45,
02FE007,340.27,Yes,,,340.27,
02FE008,644.82,Yes,,,644.82,
02FE009,370.56,Yes,,,370.56,
02FE010,205.02,Yes,,,205.02,
02FE014,74.66,Yes,,,74.66,
02FE015,2544.78,Yes,,,2544.78,
02FE016,177.62,Yes,,,177.62,
02FE017,79.42,Yes,,,79.42,
02FF002,865.41,Yes,,,865.41,
02FF004,42.72,Yes,,,42.72,
02FF007,460.39,Yes,,,460.39,
02FF008,112.53,Yes,,,112.53,
02FF009,113.8,Yes,,,113.8,
02FF011,15.49,Yes,,,15.49,
02FF014,18.41,Yes,,,18.41,
02FF015,22.11,Yes,,,22.11,
02GA003,3515.27,Yes,,,3515.27,
02GA005,168.33,Yes,,,168.33,
02GA010,1034.28,Yes,,,1034.28,
02GA014,663.01,Yes,,,663.01,
02GA015,567.86,Yes,,,567.86,
02GA016,784.76,Yes,,,784.76,
02GA018,544.24,Yes,,,544.24,
02GA023,114.06,Yes,,,114.06,
02GA024,59.21,Yes,,,59.21,
02GA028,571.13,Yes,,,571.13,
02GA029,231.49,Yes,,,231.49,
02GA030,47.43,Yes,,,47.43,
02GA031,41.5,Yes,,,41.5,
02GA039,274.71,Yes,,,274.71,
02GA042,60.38,Yes,,,60.38,
02GA043,14.9,Yes,,,14.9,
02GA044,2.19,Yes,,,2.19,
02GA045,7.34,Yes,,,7.34,
02GA046,3.46,Yes,,,3.46,
02GA047,761.59,Yes,,,761.59,
02GB001,5200.52,Yes,,,5200.52,
02GB006,150,Yes,,,150,
02GB007,388.64,Yes,,,388.64,
02GB008,385.86,Yes,,,385.86,
02GB010,172.78,Yes,,,172.78,
02GC002,330.88,Yes,,,330.88,
02GC006,369.83,Yes,,,369.83,
02GC007,566.73,Yes,,,566.73,
02GC008,143.76,Yes,,,143.76,
02GC010,354.1,Yes,,,354.1,
02GC011,154.04,Yes,,,154.04,
02GC017,101.08,Yes,,,101.08,
02GC018,294.5,Yes,,,294.5,
02GC021,68.4,Yes,,,68.4,
02GC022,177.17,Yes,,,177.17,
02GC026,664.55,Yes,,,664.55,
02GC029,134.08,Yes,,,134.08,
02GC030,126.7,Yes,,,126.7,
02GC031,99.56,Yes,,,99.56,
02GD001,1338.1,Yes,,,1338.1,
02GD003,1416.28,Yes,,,1416.28,
02GD004,306,Yes,,,306,
02GD008,203.19,Yes,,,203.19,
02GD009,149.27,Yes,,,149.27,
02GD010,144.35,Yes,,,144.35,
02GD011,87.75,Yes,,,87.75,
02GD014,315.4,Yes,,,315.4,
02GD015,1323.3,Yes,,,1323.3,
02GD016,509.95,Yes,,,509.95,
02GD018,140.35,Yes,,,140.35,
02GD021,148.85,Yes,,,148.85,
02GD027,145.14,Yes,,,145.14,
02GD028,37.33,Yes,,,37.33,
02GE002,3082.61,Yes,,,3082.61,
02GE003,4370.37,Yes,,,4370.37,
02GE005,148.59,Yes,,,148.59,
02GE006,3815.71,Yes,,,3815.71,
02GE007,203.8,Yes,,,203.8,
02GE008,85.66,Yes,,,85.66,
02GG002,701.18,Yes,,,701.18,
02GG003,1149.32,Yes,,,1149.32,
02GG005,170.59,Yes,,,170.59,
02GG006,248.72,Yes,,,248.72,
02GG009,535.61,Yes,,,535.61,
02GG013,213.36,Yes,,,213.36,
02GH011,55.26,Yes,,,55.26,
02HA006,291.72,Yes,,,291.72,
02HA007,222.61,Yes,,,222.61,
02HA014,51.67,Yes,,,51.67,
02HA020,166.14,Yes,,,166.14,
02HA030,13.49,Yes,,,13.49,
02HA031,47.44,Yes,,,47.44,
02HB001,208.75,Yes,,,208.75,
02HB004,192.99,Yes,,,192.99,
02HB005,101.27,Yes,,,101.27,
02HB007,157.91,Yes,,,157.91,
02HB008,130.99,Yes,,,130.99,
02HB011,241.99,Yes,,,241.99,
02HB012,77.94,Yes,,,77.94,
02HB013,60.58,Yes,,,60.58,
02HB018,414.7,Yes,,,414.7,
02HB021,9.14,Yes,,,9.14,
02HB022,123.42,Yes,,,123.42,
02HB023,126.19,Yes,,,126.19,
02HB024,18.9,Yes,,,18.9,
02HB025,644.84,Yes,,,644.84,
02HB027,24.45,Yes,,,24.45,
02HB028,36.84,Yes,,,36.84,
02HB029,774.24,Yes,,,774.24,
02HB030,19.68,Yes,,,19.68,
02HB031,12.46,Yes,,,12.46,
02HB032,35.63,Yes,,,35.63,
02HC003,802.04,Yes,,,802.04,
02HC009,190.91,Yes,,,190.91,
02HC013,89.06,Yes,,,89.06,
02HC017,68.56,Yes,,,68.56,
02HC018,100.27,Yes,,,100.27,
02HC019,93.5,Yes,,,93.5,
02HC022,181.31,Yes,,,181.31,
02HC024,318.5,Yes,,,318.5,
02HC025,296.28,Yes,,,296.28,
02HC027,58,Yes,,,58,
02HC028,83.58,Yes,,,83.58,
02HC030,204.99,Yes,,,204.99,
02HC031,142.18,Yes,,,142.18,
02HC033,67.77,Yes,,,67.77,
02HC038,52,Yes,,,52,
02HC047,163.54,Yes,,,163.54,
02HC049,257.46,Yes,,,257.46,
02HC053,58.99,Yes,,,58.99,
02HC054,39.01,Yes,,,39.01,
02HC055,37.58,Yes,,,37.58,
02HC056,37.31,Yes,,,37.31,
02HC058,39.26,Yes,,,39.26,
02HD003,67.3,Yes,,,67.3,
02HD004,46.07,Yes,,,46.07,
02HD006,80.94,Yes,,,80.94,
02HD008,95.79,Yes,,,95.79,
02HD009,80.74,Yes,,,80.74,
02HD010,63.77,Yes,,,63.77,
02HD012,241.87,Yes,,,241.87,
02HD018,16.76,Yes,,,16.76,
02HD019,122.09,Yes,,,122.09,
02HD021,25.08,Yes,,,25.08,
02HD022,33.6,Yes,,,33.6,
02HD023,14.74,Yes,,,14.74,
02HE002,119.1,Yes,,,119.1,
02HE004,1,Yes,,,1,
02HF002,1281.49,Yes,,,1281.49,
02HF003,1251.74,Yes,,,1251.74,
02HG002,32.6,Yes,,,32.6,
02HG003,33.8,Yes,,,33.8,
02HH003,26.3,Yes,,,26.3,
02HJ001,116.15,Yes,,,116.15,
02HJ003,282.6,Yes,,,282.6,
02HJ005,11.57,Yes,,,11.57,
02HJ006,106.93,Yes,,,106.93,
02HJ007,45.5,Yes,,,45.5,
02HK003,1934.69,Yes,,,1934.69,
02HK006,552.83,Yes,,,552.83,
02HK007,160.52,Yes,,,160.52,
02HK008,93,Yes,,,93,
02HK009,82.6,Yes,,,82.6,
02HK011,32.98,Yes,,,32.98,
02HK015,79.07,Yes,,,79.07,
02HK016,35.17,Yes,,,35.17,
02HK017,117.71,Yes,,,117.71,
02HL001,2594.93,Yes,,,2594.93,
02HL003,428.66,Yes,,,428.66,
02HL004,677.65,Yes,,,677.65,
02HL005,296.89,Yes,,,296.89,
02HL007,1762.67,Yes,,,1762.67,
02HL008,312.63,Yes,,,312.63,
02HM002,180.87,Yes,,,180.87,
02HM003,906.73,Yes,,,906.73,
02HM004,105.2,Yes,,,105.2,
02HM005,160.13,Yes,,,160.13,
02HM006,144.17,Yes,,,144.17,
02HM007,700.24,Yes,,,700.24,
02HM009,4.98,Yes,,,4.98,
02HM011,57.77,Yes,,,57.77,
02JC008,1782.25,Yes,,,1782.25,
02JE027,706.1,Yes,,,706.1,
02JE028,368,Yes,,,368,
02KA015,167.43,Yes,,,167.43,
02KB001,4122.32,Yes,,,4122.32,
02KC009,2376.79,Yes,,,2376.79,
02KD002,844.48,Yes,,,844.48,
02KD004,5804.34,Yes,,,5804.34,
02KF001,2663.91,Yes,,,2663.91,
02KF006,2935.25,Yes,,,2935.25,
02KF010,617.6,Yes,,,617.6,
02KF011,258.48,Yes,,,258.48,
02KF012,212.26,Yes,,,212.26,
02KF013,291.44,Yes,,,291.44,
02KF015,26.5,Yes,,,26.5,
02KF016,358.99,Yes,,,358.99,
02KF017,151.67,Yes,,,151.67,
02KF018,279.67,Yes,,,279.67,
02KF019,1314.11,Yes,,,1314.11,
02LA004,3811.14,Yes,,,3811.14,
02LA006,411.12,Yes,,,411.12,
02LA007,526.09,Yes,,,526.09,
02LB005,3770.03,Yes,,,3770.03,
02LB006,438.66,Yes,,,438.66,
02LB007,246,Yes,,,246,
02LB008,448.17,Yes,,,448.17,
02LB013,2369.83,Yes,,,2369.83,
02LB018,105.41,Yes,,,105.41,
02LB020,185.01,Yes,,,185.01,
02LB022,146.09,Yes,,,146.09,
02LB032,306.41,Yes,,,306.41,
02MA001,271.04,Yes,,,271.04,
02MB006,106.72,Yes,,,106.72,
02MB010,13.1,Yes,,,13.1,
02MC001,365.1,Yes,,,365.1,
02MC026,132.61,Yes,,,132.61,
02MC027,126.38,Yes,,,126.38,
02MC028,84.52,Yes,,,84.52,
02MC036,159.16,Yes,,,159.16,
02XA003,4540,Yes,,,4540,
02YA002,33.6,Yes,,,33.6,
02YC001,624,Yes,,,624,
02YD002,200,Yes,,,200,
02YE001,95.7,Yes,,,95.7,
02YG001,627,Yes,,,627,
02YJ001,640,Yes,,,640,
02YK002,470,Yes,,,470,
02YK005,391,Yes,,,391,
02YK008,20.4,Yes,,,20.4,
02YL001,2110,Yes,,,2110,
02YL003,7860,Yes,,,7860,
02YL004,58.5,Yes,,,58.5,
02YL005,17,Yes,,,17,
02YL008,471,Yes,,,471,
02YL011,12.9,Yes,,,12.9,
02YM003,93.2,Yes,,,93.2,
02YM004,238,Yes,,,238,
02YN002,469,Yes,,,469,
02YN004,276,Yes,,,276,
02YO006,177,Yes,,,177,
02YO008,773,Yes,,,773,
02YO011,6300,Yes,,,6300,
02YO012,58.7,Yes,,,58.7,
02YO014,8.15,Yes,,,8.15,
02YO015,52.89,Yes,,,52.89,
02YO016,NA,Yes,,,4706.82,
02YQ001,4450,Yes,,,4450,
02YQ005,80.8,Yes,,,80.8,
02YR001,275,Yes,,,275,
02YR003,554,Yes,,,554,
02YR004,227,Yes,,,227,
02YS003,36.7,Yes,,,36.7,
02YS005,2000,Yes,,,2000,
02YS006,663,Yes,,,663,
02ZA002,72,Yes,,,72,
02ZB001,205,Yes,,,205,
02ZC002,230,Yes,,,230,
02ZD002,1340,Yes,,,1340,
02ZE004,99.5,Yes,,,99.5,
02ZF001,1170,Yes,,,1170,
02ZG001,205,Yes,,,205,
02ZG003,115,Yes,,,115,
02ZG004,42.7,Yes,,,42.7,
02ZH001,764,Yes,,,764,
02ZH002,43.3,Yes,,,43.3,
02ZJ001,67.4,Yes,,,67.4,
02ZJ002,73.6,Yes,,,73.6,
02ZJ003,106,Yes,,,106,
02ZK001,301,Yes,,,301,
02ZK002,89.6,Yes,,,89.6,
02ZK003,37.2,Yes,,,37.2,
02ZK004,104,Yes,,,104,
02ZK006,32.71,Yes,,,32.71,
02ZL004,28.9,Yes,,,28.9,
02ZL005,11.2,Yes,,,11.2,
02ZM006,3.63,Yes,,,3.63,
02ZM008,52.7,Yes,,,52.7,
02ZM009,53.6,Yes,,,53.6,
02ZM016,17.3,Yes,,,17.3,
02ZM020,17.8,Yes,,,17.8,
02ZM022,NA,Yes,,,37.43,
02ZN002,15.5,Yes,,,15.5,
03NE001,75.7,Yes,,,75.7,
03NE002,24.3,Yes,,,24.3,
03NE011,NA,Yes,,,156.89,
03NE012,NA,Yes,,,15.57,
03NF001,7570,Yes,,,7570,
03OA005,NA,Yes,,,1597.26,
03OA010,NA,Yes,,,137.35,
03OA012,43.4,Yes,,,43.4,
03OC003,15100,Yes,,,15100,
03OE001,92500,Yes,,,92500,
03OE010,71.4,Yes,,,71.4,
03OE011,NA,Yes,,,779.46,
03QC001,10900,Yes,,,10900,
03QC002,2310,Yes,,,2310,
04AA004,9190,Yes,,,9190,
04AB001,103000,Yes,,,103000,
04AD002,65000,Yes,,,65000,
04GB005,1137.89,Yes,,,1137.89,
04JC002,2178.36,Yes,,,2178.36,
04JD005,2118.44,Yes,,,2118.44,
04JF001,5304.37,Yes,,,5304.37,
04LA002,5565.7,Yes,,,5565.7,
04LA006,92.48,Yes,,,92.48,
04LB002,926.36,Yes,,,926.36,
04LC003,1640.78,Yes,,,1640.78,
04LD001,12402.8,Yes,,,12402.8,
04LF001,6759.38,Yes,,,6759.38,
04LJ001,8574.38,Yes,,,8574.38,
04LK001,1169.9,Yes,,,1169.9,
04MD004,407.85,Yes,,,407.85,
05AA008,402.7,Yes,,No ,402.7,
05AA011,179,Yes,,No ,179,
05AA022,820.7,Yes,,No,820.7,
05AA024,4401.1,Yes,,No ,4401.1,
05AA027,217.6,Yes,,No ,217.6,
05AA028,375.3,Yes,,No ,375.3,
05AA033,38.4,Yes,,No,38.4,
05AA034,24,Yes,,No ,24,
05AA909,74,Yes,,No ,74,
05AB005,440.8,Yes,,No ,440.8,
05AB013,255.8,Yes,,No ,255.8,
05AB021,1180.6,Yes,,No ,1180.6,
05AB029,130.2,Yes,,No ,130.2,
05AB040,65.3,Yes,,No ,65.3,
05AB041,832.9,Yes,,No ,832.9,
05AB046,2509.9,Yes,,No ,2509.9,
05AC003,2778.1,Yes,,No ,2778.1,
05AC012,5339.11,Yes,,No ,5339.11,
05AC023,5900.7,Yes,,No ,5900.7,
05AC030,350,Yes,,No,350,
05AC031,957.8,Yes,,No ,957.8,
05AC034,NA,Yes,,No ,3490.06,
05AC930,NA,Yes,,No ,791.67,
05AC941,1963,Yes, ,No ,1963,
05AD003,612.7,Yes,Yes,No,364.9,
05AD005,319.2,Yes,Yes,No ,83.67,
05AD007,17031.2,Yes,Yes,No ,15279.54,
05AD010,238.6,Yes,,No ,238.6,
05AD035,223.5,Yes,,No ,223.5,
05AD041,653,Yes,Yes,No ,417.42,
05AD042,47.9,Yes,,No ,47.9,
05AD934,3584.5,Yes,Yes,No ,3101.12,
05AE002,312.3,Yes,Yes,No ,238.13,
05AE005,222.4,Yes,Yes,No ,120.66,
05AE006,3527.2,Yes,Yes,No,2244.36,
05AE016,769.8,Yes,,No ,769.8,
05AE043,1320,Yes,Yes,No ,213.11,
05AG003,1881.9,Yes, ,No ,1881.9,
05AG006,27532.8,Yes,Yes,No ,25765.21,
05AG026,43.2,Yes,,No ,43.2,
05AH001,321.1,Yes,,No ,321.1,
05AH002,436.9,Yes,,No ,436.9,
05AH005,3275.7,Yes,,No ,3275.7,
05AH037,215.3,Yes,,No ,215.3,
05AH043,19.8,Yes,,No ,19.8,
05AH050,1048,Yes,,No ,1048,
05AH052,808.4,Yes,,No ,808.4,
05AH053,348.2,Yes,,No ,348.2,
05AJ001,56368.6,Yes,Yes,No ,54602.5,
05BA001,422.4,Yes,,No ,422.4,
05BA002,306.1,Yes,,No ,306.1,
05BB001,2209.6,Yes,,No ,2209.6,
05BC001,750.6,Yes,,No ,750.6,
05BE004,5170,Yes,,No ,5170,
05BE999,NA,Yes,,No ,6473.81,
05BF016,9.1,Yes,,No ,9.1,
05BF025,899,Yes,,No ,899,
05BG006,332.5,Yes,,No ,332.5,
05BG010,484.5,Yes,,No ,484.5,
05BH004,7868.2,Yes,,No ,7868.2,
05BH005,7411.6,Yes,,No ,7411.6,
05BH008,7770,Yes,,No ,7770,
05BH014,247.1,Yes,,No ,247.1,
05BH015,473.8,Yes,,No ,473.8,
05BJ001,1235.7,Yes,,No ,1235.7,
05BJ004,790.8,Yes,,No ,790.8,
05BJ010,1189.3,Yes,,No ,1189.3,
05BK001,260.5,Yes,,No ,260.5,
05BL004,1953.4,Yes,,No ,1953.4,
05BL007,236,Yes,,No ,236,
05BL012,1493.9,Yes,,No ,1493.9,
05BL013,507.2,Yes,,No ,507.2,
05BL014,592.2,Yes,,No ,592.2,
05BL019,773.6,Yes,,No ,773.6,
05BL022,165.5,Yes,,No ,165.5,
05BL023,231.9,Yes,,No ,231.9,
05BL024,3952.2,Yes,,No ,3952.2,
05BL027,137.4,Yes,,No ,137.4,
05BM002,15664.6,Yes,,No ,15664.6,
05BM004,20252.9,Yes,,No ,20252.9,
05BM007,128.5,Yes,,No ,128.5,
05BM008,1373.7,Yes,,No ,1373.7,
05BM014,776.5,Yes,,No ,776.5,
05BM018,29.5,Yes,,No ,29.5,
05BN002,2803.3,Yes,,No ,2803.3,
05BN012,25278,Yes,,No ,25278,
05CA002,821.4,Yes,,No ,821.4,
05CA004,941.4,Yes,,No ,941.4,
05CA009,2245.7,Yes,,No ,2245.7,
05CA011,237.5,Yes,,No ,237.5,
05CA012,488.8,Yes,,No ,488.8,
05CB001,2578.3,Yes,,No ,2578.3,
05CB002,451.3,Yes,,No ,451.3,
05CB004,644.6,Yes,,No ,644.6,
05CC001,1795.9,Yes,,No ,1795.9,
05CC002,11608.8,Yes,,No ,11608.8,
05CC007,1915.9,Yes,,No ,1915.9,
05CC008,353.1,Yes,,No ,353.1,
05CC009,238.8,Yes,,No ,238.8,
05CC010,56.8,Yes,,No ,56.8,
05CC011,486.6,Yes,,No ,486.6,
05CC013,802.1,Yes,,No ,802.1,
05CD006,165,Yes,,No ,165,
05CD007,511.2,Yes,,No ,511.2,
05CD902,866,Yes,,No ,866,
05CE001,24865.3,Yes,,No ,24865.3,
05CE005,3565,Yes,,No ,3565,
05CE006,752.5,Yes,,No ,752.5,
05CE007,1078.1,Yes,,No ,1078.1,
05CE010,44.4,Yes,,No ,44.4,
05CE011,58.9,Yes,,No ,58.9,
05CE012,505.9,Yes,,No ,505.9,
05CE018,199.4,Yes,,No,199.4,
05CE020,1168.8,Yes,,No ,1168.8,
05CG004,200,Yes,,No ,200,
05CG006,117.7,Yes,,No ,117.7,
05CH007,3724.6,Yes,,No ,3724.6,
05CH008,1544.9,Yes,,No ,1544.9,
05CH011,1931.4,Yes,,No ,1931.4,
05CJ006,498.4,Yes,,No ,498.4,
05CJ012,2628.7,Yes,,No ,2628.7,
05CK004,47849.5,Yes,,No ,47849.5,
05CK005,589.8,Yes,,No ,589.8,
05CK006,939.4,Yes,,No ,939.4,
05DA007,248,Yes,,No ,248,
05DA009,1923.2,Yes,,No ,1923.2,
05DA010,21,Yes,,No ,21,
05DB002,844.1,Yes,,No,844.1,
05DB005,208,Yes,,No ,208,
05DB006,2252.8,Yes,,No ,2252.8,
05DC001,11006.8,Yes,,No ,11006.8,
05DC006,1853.6,Yes,,No ,1853.6,
05DC010,3890,Yes,,No ,3890,
05DC011,347.3,Yes,,No ,347.3,
05DC012,1346.5,Yes,,No ,1346.5,
05DD004,218.7,Yes,,No,218.7,
05DD005,5660,Yes,,No ,5660,
05DD007,2601.5,Yes,,No ,2601.5,
05DD009,875.7,Yes,,No ,875.7,
05DE007,559,Yes,,No ,559,
05DE009,94.2,Yes,,No ,94.2,
05DE010,22122.9,Yes,,No ,22122.9,
05DE911,656.64,Yes,,No ,656.64,
05DF001,28096,Yes,,No ,28096,
05DF003,643,Yes,,No ,643,
05DF004,592,Yes,,No ,592,
05DF006,330.4,Yes,,No ,330.4,
05DF007,65.4,Yes,,No ,65.4,
05DF008,199.6,Yes,,No ,199.6,
05EA001,3247.1,Yes,,No ,3247.1,
05EA002,2590.9,Yes,,No ,2590.9,
05EA005,1889.5,Yes,,No ,1889.5,
05EA010,121.2,Yes,,No ,121.2,
05EA011,97.1,Yes,,No ,97.1,
05EA012,287.8,Yes,,No ,287.8,
05EB902,105.7,Yes,,No ,105.7,
05EC002,313.2,Yes,,No ,313.2,
05EC005,1596.3,Yes,,No ,1596.3,
