"continuous","continuous_threshold","flow_stations","stations_w_np","norm_enough","normal_end","normal_start","normal_threshold","qc_flow_stations","qc_stations_w_np","qc_enough","qc_nrm_end","qc_nrm_start","seasonal","seasonal_threshold","final_stations","version","year_id"
"959","292","1996","1475","82.84","14974","4018","25","525","1825","55","14974","4018","396","174","1355","2021-07","2007"
