"continuous","continuous_threshold","flow_stations","stations_w_np","norm_enough","normal_end","normal_start","normal_threshold","qc_flow_stations","qc_stations_w_np","qc_enough","qc_nrm_end","qc_nrm_start","seasonal","seasonal_threshold","final_stations","version","year_id"
"898","292","1916","1294","80.7","14974","4018","25","3489","1825","55","14974","4018","293","174","1191","2021-07","2016"
